,QuestionText_nchars,VerfiedBuyersWithLanguage,NonEmployeeAnswersWithinWeek
1808,197,9,1
1809,52,937,3
1810,190,119,1
1812,196,1432,1
1814,196,37,1
1815,64,349,1
1816,53,475,1
1817,175,1,0
1819,55,186,2
1820,27,1,0
1821,55,77,0
1823,175,2,0
1824,118,18,1
1826,44,0,0
1827,100,176,1
1828,55,160,0
1829,55,0,1
1831,74,264,1
1832,72,5,1
1834,56,1006,2
1835,127,179,1
1836,124,104,2
1837,169,49,1
1838,155,30,0
1839,191,6,1
1841,119,333,2
1842,188,2892,1
1843,44,1516,1
1844,198,30,1
1845,96,53,2
1846,32,2,0
1847,62,24,0
1848,82,209,1
1849,200,102,1
1850,48,79,1
1851,104,100,2
1852,30,16,1
1853,151,9,1
1855,29,388,1
1856,37,3,1
1857,31,10,0
1858,54,392,1
1859,74,170,1
1860,191,786,0
1861,58,2,1
1862,76,2,1
1863,160,387,1
1864,25,2,0
1865,185,2,1
1866,168,297,3
1867,112,6,0
1868,182,8,0
1869,43,113,1
1870,183,13,1
1871,96,0,0
1872,113,56,3
1873,192,31,1
1874,43,0,0
1875,73,2674,1
1876,55,39,1
1877,187,13,1
1878,56,22,2
1879,48,541,1
1880,42,0,0
1881,78,6,1
1882,62,27,1
1883,60,5,0
1884,36,8,1
1885,27,0,0
1886,39,2,0
1887,59,2178,2
1888,147,127,1
1889,281,430,1
1891,58,661,1
1892,197,99,1
1894,66,228,0
1895,163,6,1
1896,92,125,1
1897,43,51,1
1898,167,1062,1
1899,195,125,1
1900,62,4,0
1901,45,28,1
1902,53,676,1
1903,66,4,2
1904,74,0,0
1905,24,1486,1
1906,45,63,1
1907,81,105,0
1908,189,22,1
1909,200,183,0
1910,40,123,1
1911,82,10,0
1912,71,0,1
1913,74,166,2
1914,53,2101,1
1915,171,363,1
1916,73,11,1
1917,99,494,1
1918,62,15,2
1919,99,0,0
1920,62,7,1
1921,129,458,1
1922,109,0,0
1923,95,0,0
1924,89,1,0
1925,200,2882,1
1926,165,8,0
1927,153,5,0
1928,33,0,0
1929,77,6,0
1930,77,90,2
1931,171,390,1
1932,146,47,0
1933,53,0,0
1934,36,12,1
1936,128,2707,3
1937,82,6,0
1938,60,794,1
1939,60,6,0
1940,44,0,0
1941,119,328,1
1942,63,178,1
1943,164,0,0
1944,66,0,0
1945,82,58,1
1946,99,2,0
1947,54,14,0
1948,42,0,0
1949,76,3,0
1950,81,24,0
1953,95,2,1
1954,139,40,1
1955,76,247,1
1956,153,22,1
1957,31,0,0
1958,47,40,1
1959,94,4,1
1960,79,5,1
1961,85,2,1
1962,191,63,1
1963,63,244,2
1964,105,1990,1
1965,175,332,1
1966,49,633,1
1967,118,5,0
1968,38,4,1
1969,118,65,1
1970,41,52,1
1971,63,50,0
1972,190,31,0
1973,61,286,0
1974,41,1,0
1975,88,633,4
1976,48,1,0
1977,166,16,1
1978,69,11,0
1979,95,22,0
1980,34,172,1
1981,79,2197,2
1982,138,1090,1
1983,59,1,1
1984,148,9,1
1985,77,3,0
1986,175,40,2
1987,94,31,1
1988,155,409,1
1989,55,2,0
1991,119,119,2
1993,139,272,1
1994,48,43,1
1995,52,901,1
1996,193,564,2
1997,7,0,0
1998,53,162,1
1999,60,0,0
2000,110,947,1
2001,77,4,0
2002,150,2153,1
2003,47,753,2
2004,41,0,0
2005,24,3,0
2006,129,23,0
2007,110,48,1
2008,17,344,0
2009,34,96,1
2010,136,211,1
2011,159,3,0
2012,32,32,1
2013,173,873,1
2014,57,0,0
2015,127,14,1
2016,32,0,0
2017,154,17,1
2018,52,0,0
2019,200,21,0
2020,194,16,0
2021,81,684,1
2022,76,1,0
2023,26,33,1
2024,36,558,1
2025,95,2,0
2026,95,2,0
2027,27,7,0
2028,44,2,1
2029,45,184,0
2031,57,238,0
2032,64,24,1
2033,181,91,1
2034,59,17,1
2035,197,13,1
2036,68,12,1
2039,78,167,2
2040,113,138,1
2041,48,68,1
2042,69,283,2
2043,24,843,1
2044,89,96,0
2045,61,5,2
2046,74,320,1
2047,64,7,1
2048,180,0,0
2049,48,6,1
2050,17,0,0
2051,61,1,0
2053,125,8,1
2054,111,0,0
2055,115,72,1
2056,67,154,1
2057,131,192,2
2058,158,274,1
2059,73,924,2
2060,68,179,2
2061,111,37,0
2062,67,86,1
2064,75,1,0
2066,52,5,0
2067,41,5,0
2068,65,13,0
2069,70,7,1
2070,130,11,1
2071,46,67,1
2072,177,282,1
2073,233,124,1
2074,86,2,1
2075,27,0,0
2076,125,112,0
2077,179,236,1
2078,33,2154,3
2079,146,17,2
2080,164,17,0
2081,59,39,1
2082,56,208,1
2083,61,431,1
2084,75,3,0
2085,100,47,0
2086,79,4,1
2087,10,1,0
2088,42,130,1
2089,95,396,1
2090,178,4,0
2091,201,913,1
2092,37,28,1
2093,115,861,0
2095,50,106,1
2096,193,275,2
2097,175,2,0
2098,63,0,0
2099,63,0,0
2100,63,0,0
2101,79,80,2
2102,147,307,1
2104,47,128,2
2105,61,3904,1
2106,81,335,1
2107,72,712,0
2108,34,291,1
2110,105,2936,2
2111,48,247,1
2113,175,6,1
2114,47,119,1
2116,62,400,0
2117,79,167,1
2118,113,26,0
2120,73,9,0
2121,170,17,0
2122,99,2,0
2123,194,71,1
2124,79,1348,0
2125,29,111,2
2126,153,2744,1
2127,117,133,1
2128,59,43,2
2129,26,37,0
2130,118,24,1
2131,54,39,1
2132,51,1431,1
2133,192,6,0
2134,106,2999,2
2135,57,271,1
2136,171,4,1
2137,182,3,0
2138,167,38,1
2139,87,1776,1
2140,31,1,0
2141,52,70,2
2142,53,55,1
2143,38,1101,1
2144,120,0,0
2145,32,0,0
2146,159,1393,3
2147,62,4803,1
2148,110,719,1
2149,45,23,0
2150,56,3,0
2151,156,31,0
2152,60,133,0
2153,155,117,3
2155,57,107,1
2156,194,107,1
2158,39,170,2
2159,74,12,0
2160,93,158,2
2161,117,3,1
2162,21,816,1
2163,127,9,1
2164,162,0,0
2165,68,0,0
2166,47,448,1
2167,45,188,1
2168,72,3,0
2169,104,1,0
2170,71,1,0
2172,120,24,0
2173,81,234,1
2174,76,5,0
2175,108,78,1
2176,68,2,0
2177,94,600,0
2178,187,203,0
2179,39,0,0
2180,24,6,0
2182,59,82,1
2183,191,187,2
2185,111,28,0
2186,179,24,2
2187,35,36,2
2188,185,195,0
2189,72,54,0
2190,103,0,0
2191,200,4749,1
2192,92,84,1
2193,181,44,0
2194,152,0,0
2195,63,1649,1
2196,198,5,0
2197,52,144,0
2198,56,347,1
2199,32,16,0
2202,176,109,2
2203,160,7,0
2204,141,25,0
2205,98,173,0
2206,118,3,0
2208,37,3,0
2209,195,65,0
2210,44,5,0
2211,172,22,0
2212,72,29,1
2213,65,9,0
2214,199,22,1
2215,106,935,0
2216,70,0,0
2218,108,4,0
2219,176,114,0
2220,52,235,0
2221,77,110,0
2223,64,163,1
2224,72,5,1
2225,48,1033,2
2226,66,0,0
2227,144,67,0
2229,81,8,0
2230,76,3,0
2231,148,663,0
2233,49,0,0
2234,52,91,0
2235,116,256,1
2236,134,0,0
2237,75,48,0
2238,39,36,0
2239,73,12,2
2241,39,312,0
2242,48,297,0
2243,175,8,1
2244,37,6,0
2245,126,1676,1
2246,123,276,0
2247,47,1,0
2248,186,125,2
2250,116,3,0
2251,19,0,0
2252,78,664,1
2253,194,390,1
2254,42,37,1
2255,176,36,2
2256,89,36,0
2257,143,0,0
2258,31,12,0
2259,37,117,1
2260,94,1560,2
2261,195,40,0
2263,128,303,1
2264,97,15,0
2266,166,143,2
2267,185,11,0
2268,67,7,1
2269,70,74,0
2271,101,0,0
2272,47,735,0
2273,53,55,0
2274,197,304,1
2276,26,3,0
2277,79,398,1
2278,101,235,1
2279,102,7,0
2280,20,2349,0
2281,66,549,0
2283,50,24,0
2284,54,20,1
2285,74,203,1
2287,91,1,0
2288,97,4,0
2289,27,188,1
2290,51,1,0
2291,39,351,0
2292,50,4,0
2293,72,165,2
2294,47,0,1
2295,136,8,1
2296,166,350,1
2297,169,213,0
2298,91,97,1
2299,100,70,0
2300,20,185,1
2301,27,152,0
2302,93,16,0
2303,174,4823,1
2304,89,323,0
2305,87,1369,0
2306,112,3,0
2307,200,64,1
2309,143,97,1
2310,80,77,1
2311,37,10,1
2312,36,177,1
2314,64,47,2
2315,53,1094,1
2316,75,0,0
2317,72,35,1
2318,48,64,1
2319,118,156,1
2320,46,124,2
2321,106,99,1
2323,56,21,1
2324,200,643,1
2325,198,3,0
2326,38,7,1
2328,22,2,1
2332,56,28,1
2333,195,8,0
2334,76,1,1
2335,110,13,0
2336,125,440,1
2337,87,72,0
2338,174,129,1
2340,105,371,1
2342,192,14,0
2343,53,9,0
2345,144,663,1
2347,105,1,1
2348,46,3313,1
2349,46,56,1
2350,61,73,2
2351,191,62,2
2352,37,11,0
2355,91,305,0
2356,121,516,3
2357,73,36,1
2358,188,43,0
2359,60,187,1
2360,48,7,0
2361,161,20,1
2363,142,3254,0
2364,117,98,0
2365,140,585,1
2367,55,1,0
2368,87,0,0
2369,47,1,0
2371,43,35,1
2372,174,201,1
2374,165,215,2
2375,126,0,0
2376,24,34,0
2377,12,15,0
2378,73,0,0
2379,53,14,0
2380,168,387,1
2381,105,8,0
2382,77,2,1
2383,183,3,0
2384,37,13,0
2385,191,87,0
2386,125,39,1
2387,33,934,0
2388,95,14,0
2389,46,165,1
2391,96,326,1
2393,46,319,0
2394,81,22,0
2395,137,54,0
2396,165,129,0
2397,86,0,0
2398,53,1041,0
2399,147,59,1
2400,194,2,0
2401,47,113,0
2402,63,23,0
2403,77,168,1
2404,197,7730,2
2405,82,255,0
2406,83,35,0
2407,147,0,0
2409,50,1381,1
2410,145,5,0
2411,58,1,0
2413,61,187,2
2414,38,6,0
2415,112,51,2
2416,99,23,0
2417,47,98,0
2418,151,4,0
2419,74,16,0
2420,199,50,1
2421,45,0,0
2422,75,1,0
2423,33,8,0
2424,136,11,1
2425,156,107,1
2426,58,7,1
2427,200,5902,0
2429,33,16,0
2431,167,203,2
2432,60,17,0
2434,33,101,1
2435,63,1,0
2436,58,466,3
2437,44,0,0
2438,55,7,0
2439,79,287,3
2440,161,31,0
2441,29,49,1
2442,69,39,1
2443,56,259,2
2444,47,81,1
2445,181,130,1
2446,76,322,1
2447,200,6,1
2448,31,20,1
2449,65,0,1
2450,63,67,2
2451,143,0,1
2452,50,1,0
2453,116,207,0
2454,199,1474,2
2455,87,1127,1
2456,87,19,1
2457,115,67,1
2458,126,56,0
2460,102,32,1
2461,29,6468,0
2462,103,216,0
2465,22,37,1
2466,80,0,0
2469,51,12,0
2470,202,4837,1
2471,95,168,1
2475,170,1443,0
2476,63,13,0
2477,60,509,1
2479,158,1,0
2480,159,2,1
2481,56,0,0
2482,56,15,0
2484,98,33,2
2485,37,6,0
2486,65,392,1
2487,162,612,1
2488,64,12,1
2489,141,1411,2
2490,59,6,1
2491,192,2,0
2492,57,22,1
2493,119,8,0
2494,26,80,1
2496,198,145,1
2497,47,37,1
2498,112,122,1
2499,68,2,1
2500,51,0,0
2501,55,87,1
2502,182,6,1
2503,179,1654,0
2504,129,13,1
2505,83,119,0
2506,63,2798,1
2507,185,14,1
2508,54,178,0
2509,137,229,0
2510,197,47,1
2511,200,108,1
2512,93,515,0
2513,51,35,0
2514,162,3,0
2515,115,545,1
2516,143,224,0
2517,72,0,0
2518,34,43,0
2519,75,21,0
2520,197,68,1
2521,91,82,1
2522,165,240,1
2523,43,0,0
2524,181,37,0
2525,148,152,1
2526,127,12,0
2527,30,27,0
2528,180,0,0
2529,88,99,1
2530,31,4,1
2531,76,120,1
2532,37,218,0
2533,46,21,1
2534,68,8,0
2535,96,200,1
2536,168,5,0
2537,197,238,1
2538,82,77,0
2539,47,147,0
2540,82,303,1
2541,82,1351,1
2542,197,90,1
2543,65,0,0
2544,91,19,0
2546,186,69,1
2547,96,725,1
2548,33,23,0
2549,169,244,0
2550,69,3,0
2551,40,0,0
2552,6,16,0
2553,124,1923,1
2554,200,142,0
2555,53,240,1
2556,77,87,1
2557,56,24,0
2558,32,10,0
2559,145,9,1
2561,173,4,1
2562,41,41,1
2563,46,245,1
2564,200,285,1
2565,109,43,0
2566,60,8,0
2568,106,23,0
2569,83,13,0
2570,112,741,2
2571,86,29,1
2573,48,0,1
2574,201,86,1
2575,158,68,0
2576,54,872,1
2577,154,17,0
2578,44,539,2
2579,41,881,0
2580,145,86,2
2581,197,0,1
2582,181,64,1
2583,54,126,1
2584,48,26,0
2585,141,125,0
2586,159,469,1
2587,144,13,0
2588,66,51,1
2589,62,7,0
2591,141,1,0
2592,86,2834,0
2593,42,42,0
2594,78,4,0
2595,93,38,1
2596,182,10,1
2597,35,41,1
2598,175,369,2
2599,45,73,1
2601,134,59,1
2602,65,9,0
2603,116,87,1
2604,108,4,0
2605,111,25,1
2606,41,425,1
2607,49,15,0
2608,150,3,0
2610,41,0,0
2611,98,465,1
2612,48,28,0
2613,66,2,1
2614,183,19,1
2615,27,16,1
2616,140,4,0
2617,27,269,1
2618,29,45,1
2619,176,1156,2
2620,32,77,2
2621,90,34,2
2622,80,1,0
2623,55,162,1
2624,114,0,0
2625,150,0,1
2626,58,8,1
2627,96,74,1
2628,90,1,0
2629,88,1,1
2630,43,7,1
2631,61,199,1
2632,30,16,0
2633,74,82,0
2634,87,3,1
2635,140,238,1
2637,56,222,0
2638,84,55,1
2639,48,128,0
2640,56,0,0
2641,118,131,0
2642,200,95,0
2644,65,1597,0
2645,20,10,1
2646,46,694,0
2647,49,2,0
2649,184,1046,1
2651,39,209,1
2652,181,484,0
2653,112,741,1
2654,189,121,0
2655,76,35,0
2656,149,22,0
2657,86,2,0
2658,125,10,0
2659,52,1009,0
2660,189,881,2
2661,109,2,0
2662,84,283,2
2663,132,4,0
2664,63,552,0
2665,55,1,0
2666,133,587,1
2667,56,15,0
2668,98,1,0
2669,187,2529,1
2670,76,44,1
2671,45,15,0
2672,92,333,0
2673,156,0,0
2674,53,7,0
2675,60,6,0
2676,199,254,0
2677,44,584,1
2679,148,75,1
2680,74,1,0
2681,97,26,1
2682,30,19,0
2683,83,76,0
2684,31,43,0
2685,159,38,1
2686,90,59,0
2687,62,6,0
2688,52,114,1
2689,20,13,0
2690,151,39,0
2691,116,82,2
2692,62,178,0
2693,181,49,0
2694,195,111,1
2695,132,2,0
2696,67,233,0
2697,61,94,0
2698,102,52,0
2699,67,10,0
2700,81,0,0
2703,58,1,0
2704,201,0,0
2705,55,2115,1
2706,95,150,1
2708,91,769,0
2709,174,2,0
2710,198,1131,1
2711,38,0,0
2712,197,1022,1
2713,114,184,2
2714,135,0,0
2715,180,26,1
2716,52,0,0
2717,61,144,2
2719,123,31,0
2720,37,31,0
2721,79,15,0
2722,187,213,1
2723,91,4,0
2724,97,73,1
2725,58,8,1
2726,58,9,1
2727,84,144,1
2728,30,16,0
2729,199,268,1
2730,27,108,1
2732,71,68,1
2733,56,103,2
2734,181,259,1
2735,41,41,1
2736,185,350,1
2737,40,67,1
2738,118,11,1
2739,174,37,0
2741,92,244,1
2742,185,13,1
2744,142,1606,1
2745,42,119,2
2746,115,484,1
2747,54,199,0
2748,87,69,0
2749,44,291,1
2750,53,0,0
2751,138,2,0
2752,47,4,1
2753,36,0,1
2754,105,28,0
2756,45,16,0
2757,57,385,0
2758,50,2,0
2759,112,18,0
2760,69,110,0
2761,192,1511,1
2762,201,3,0
2763,89,1,0
2764,69,222,1
2765,167,171,1
2766,154,129,1
2767,90,63,1
2768,88,172,1
2769,80,215,0
2770,66,207,1
2771,44,217,0
2772,33,73,1
2773,112,2,0
2774,81,376,0
2775,127,2347,1
2778,150,306,1
2779,35,1,1
2780,151,8,1
2781,91,8,1
2782,130,11,1
2784,98,0,0
2785,128,3,0
2787,147,13,0
2788,155,69,1
2790,44,388,1
2791,192,2918,2
2792,42,976,1
2793,125,343,1
2794,128,264,1
2796,61,4,0
2798,142,33,1
2799,40,1,1
2801,71,92,2
2802,94,553,0
2803,59,155,1
2804,198,165,1
2805,111,0,0
2806,136,237,0
2807,88,457,2
2808,84,2,0
2810,101,84,1
2811,193,1126,0
2812,61,2082,1
2813,129,12,0
2814,69,0,0
2815,199,113,2
2816,75,9,0
2817,73,1,1
2818,191,286,1
2819,125,6,1
2820,174,478,1
2821,55,0,0
2822,67,6,1
2823,119,16,0
2825,91,1590,0
2826,114,172,1
2827,200,3,0
2828,81,782,2
2829,84,89,1
2830,165,23,1
2831,124,132,1
2832,35,11,1
2833,200,41,1
2834,198,109,1
2835,66,2,0
2836,76,9,0
2839,153,440,2
2840,160,20,0
2841,48,0,0
2842,193,0,0
2843,44,270,1
2844,105,89,1
2845,41,434,1
2846,59,2926,2
2847,89,36,0
2848,198,15,0
2849,108,274,1
2850,72,6,0
2851,127,76,0
2852,49,385,1
2853,23,832,0
2854,59,54,0
2855,93,0,0
2856,132,11,0
2857,101,21,0
2858,60,1,0
2859,40,3,0
2860,61,32,0
2861,52,2,0
2862,48,15,0
2863,48,37,0
2864,119,0,0
2866,45,0,1
2867,191,15,0
2868,111,42,0
2869,73,1,0
2870,130,27,0
2871,139,480,0
2872,156,1,0
2873,80,232,1
2874,39,1468,0
2875,84,124,1
2877,79,0,0
2879,47,1,0
2880,26,33,0
2881,102,54,1
2882,22,125,1
2883,58,133,1
2884,141,1658,0
2885,158,4,0
2886,54,177,1
2887,41,14,0
2888,81,0,1
2889,84,171,1
2890,102,0,0
2892,39,0,0
2893,104,15,0
2895,57,29,0
2896,164,0,0
2897,102,0,0
2898,30,1,0
2899,83,82,0
2900,46,105,0
2901,123,23,0
2904,27,0,0
2905,101,70,2
2906,105,1,0
2907,169,90,1
2908,135,233,1
2909,92,190,1
2910,53,165,0
2911,125,884,1
2912,33,8,0
2913,175,463,1
2914,112,15,0
2915,122,0,1
2916,37,90,0
2918,77,10,0
2919,62,0,0
2920,83,6,0
2921,33,1,1
2922,25,1,0
2923,85,8,1
2924,149,0,1
2926,15,5,0
2927,129,156,1
2928,39,4539,0
2930,149,14,0
2931,57,107,1
2932,102,39,0
2933,50,336,0
2934,43,2,0
2935,43,37,0
2936,39,0,0
2938,155,94,1
2940,71,160,1
2942,108,0,1
2943,168,346,0
2944,75,21,0
2945,109,60,0
2946,120,18,1
2947,119,15,0
2948,71,106,0
2949,177,22,1
2950,112,899,1
2951,26,26,0
2952,86,0,1
2953,64,148,1
2954,20,0,0
2955,166,931,2
2956,92,0,0
2957,198,57,2
2958,162,1,0
2959,131,1427,1
2960,128,17,0
2961,88,61,0
2962,196,78,1
2963,56,87,0
2964,76,32,0
2965,76,108,1
2967,43,152,0
2968,44,13,0
2969,117,7,1
2970,70,13,0
2971,111,640,1
2972,190,5,1
2973,200,927,1
2975,103,28,1
2976,49,103,0
2978,123,136,1
2979,175,199,0
2980,178,14,1
2981,77,9,0
2982,83,8,0
2983,85,45,0
2984,118,408,0
2985,163,108,1
2986,198,13,0
2987,43,56,0
2988,40,1,1
2989,40,41,2
2990,131,2098,0
2991,38,1,0
2992,120,219,0
2993,120,18,0
2994,66,998,0
2995,199,55,1
2996,56,64,0
2998,180,273,0
2999,114,0,0
3000,36,27,0
3001,81,30,0
3002,63,168,1
3004,200,13,1
3005,94,32,1
3006,133,691,1
3007,41,120,1
3008,194,357,2
3009,51,5,0
3010,32,1,0
3011,107,1,0
3013,48,2,0
3014,54,0,0
3015,42,28,0
3016,196,162,0
3018,170,602,2
3019,33,37,1
3020,51,1267,1
3021,30,0,0
3022,60,1013,1
3023,58,89,1
3024,118,88,1
3025,85,1006,0
3026,129,319,0
3027,84,1010,0
3028,32,200,1
3030,99,7,2
3031,123,20,0
3032,123,157,0
3033,71,211,0
3034,71,57,0
3035,71,367,0
3037,198,2,0
3038,70,3,0
3039,55,1817,0
3041,93,88,0
3042,112,5,0
3043,171,30,1
3044,195,844,0
3045,76,24,0
3046,129,1,0
3047,177,6518,0
3048,71,3008,0
3049,55,1545,3
3050,196,170,2
3051,35,50,1
3052,66,272,2
3053,78,1,0
3054,94,32,0
3055,200,4,0
3056,53,116,0
3057,88,10,0
3058,88,3,0
3059,99,27,1
3060,107,137,0
3062,130,8,1
3063,83,3,0
3064,191,1,1
3065,75,95,0
3066,134,12,1
3068,50,1415,1
3069,50,246,0
3070,127,1,0
3071,58,3,0
3072,94,205,0
3073,68,735,0
3074,68,739,0
3075,128,1,0
3076,195,486,1
3077,59,9,0
3078,95,46,0
3079,130,96,4
3080,60,103,2
3081,196,926,1
3082,54,16,1
3083,171,6,0
3084,50,238,0
3085,49,412,1
3086,123,2004,0
3087,116,280,1
3088,193,6,1
3090,73,0,1
3091,71,6,1
3092,91,387,1
3093,126,169,1
3094,187,554,2
3095,67,30,0
3096,125,114,0
3097,51,0,0
3098,66,549,0
3099,49,1,0
3100,121,240,0
3101,57,84,0
3102,19,107,0
3103,97,5,0
3104,26,13,0
3105,93,186,1
3106,41,63,0
3108,80,52,1
3109,183,83,0
3110,72,3,0
3111,85,131,1
3112,31,1,0
3113,78,1573,0
3114,196,118,0
3115,6,0,1
3116,53,159,0
3117,88,7,0
3118,166,91,1
3119,180,9,0
3122,55,6,0
3123,101,7937,1
3124,86,1041,0
3125,116,186,0
3126,113,152,2
3127,189,295,0
3128,152,1,0
3129,85,27,0
3130,114,5020,1
3131,156,46,1
3132,100,18,1
3133,84,160,0
3134,73,33,1
3135,54,149,0
3137,169,122,0
3138,49,635,0
3139,62,476,1
3141,42,634,1
3142,93,1,0
3144,200,0,0
3145,64,0,0
3146,69,6,2
3147,30,31,0
3148,76,16,1
3149,59,171,0
3150,55,8,0
3151,40,2,1
3152,76,36,0
3153,59,0,0
3155,179,0,0
3156,181,5,0
3157,159,410,1
3158,75,10,1
3159,53,4,0
3160,58,153,0
3162,207,6,0
3163,39,2,1
3164,169,13,0
3165,64,717,0
3166,41,202,0
3169,44,31,1
3170,65,0,1
3171,102,2,1
3172,128,73,1
3173,148,1370,1
3174,35,2,0
3175,97,4,1
3176,167,1253,1
3177,40,0,0
3178,64,0,1
3179,58,259,0
3180,158,226,2
3181,161,17,1
3183,81,31,0
3184,134,8,0
3185,197,81,1
3186,150,348,3
3187,83,5,0
3188,108,0,0
3190,47,19,0
3191,57,14,0
3192,9,1,0
3193,105,1338,1
3194,187,297,1
3195,99,28,3
3196,99,56,1
3197,99,30,1
3198,190,1,0
3199,108,9,0
3200,120,45,0
3201,8,0,0
3202,71,42,1
3204,147,1,0
3205,111,2864,1
3206,83,71,0
3207,109,2842,1
3208,124,206,1
3209,88,848,0
3211,147,82,1
3212,39,205,0
3215,14,28,1
3216,103,278,0
3217,178,1154,1
3218,37,53,0
3219,165,483,0
3220,128,251,1
3221,144,8,1
3222,59,0,0
3223,88,34,0
3224,110,3,0
3225,138,6,0
3226,179,152,0
3227,179,3,0
3228,138,95,1
3229,162,10,0
3230,133,4230,0
3231,64,190,0
3232,165,74,1
3233,83,20,0
3234,21,79,1
3235,34,10,0
3236,187,2741,0
3237,179,11,0
3238,123,30,0
3239,55,432,0
3240,141,48,1
3241,58,0,0
3242,56,7,0
3243,109,642,0
3244,35,4,0
3245,99,63,0
3246,55,18,0
3247,83,188,0
3248,48,16,1
3249,69,5,0
3250,148,1005,1
3251,94,67,0
3252,109,18,1
3253,57,2,0
3255,89,34,0
3256,140,201,0
3257,192,107,1
3258,94,385,0
3259,200,1,0
3260,66,35,1
3261,201,21,0
3262,99,692,1
3263,91,0,0
3264,44,0,0
3265,200,92,2
3266,42,4,0
3267,104,52,0
3268,39,47,0
3270,49,0,0
3271,105,12,0
3272,58,6,0
3273,70,114,0
3274,93,104,1
3275,199,385,1
3276,193,67,0
3278,25,3524,1
3279,126,31,0
3280,53,80,0
3281,55,0,0
3282,95,17,1
3283,196,9,0
3284,58,315,0
3285,184,45,0
3286,72,0,0
3287,184,3,1
3289,106,0,0
3290,154,456,1
3291,67,82,1
3292,194,59,0
3293,91,483,2
3294,67,31,0
3295,60,0,0
3296,78,147,0
3297,58,3,0
3298,24,1,0
3299,56,23,0
3300,140,399,1
3301,184,1,1
3302,43,69,0
3303,170,1,1
3304,48,126,0
3305,109,163,1
3306,199,1586,0
3308,65,390,1
3309,197,182,0
3310,60,23,0
3311,39,12,1
3312,146,11,0
3313,84,23,0
3315,36,1157,1
3316,111,1177,0
3317,98,1153,0
3318,138,8,1
3319,196,1665,1
3320,67,23,1
3321,43,0,0
3322,161,62,0
3323,93,62,0
3324,182,158,0
3325,194,412,1
3326,186,77,0
3327,89,129,1
3328,52,0,0
3329,145,3039,1
3330,107,1,0
3331,46,74,0
3332,64,0,0
3334,125,15,1
3335,144,0,0
3336,200,1256,3
3337,138,3,0
3338,33,2,0
3339,120,159,0
3340,179,3,0
3341,56,53,0
3342,54,562,1
3343,73,1063,0
3344,111,9,0
3345,202,217,0
3346,160,6,0
3347,160,9,0
3348,117,119,0
3350,192,356,3
3353,185,38,0
3355,132,1609,2
3356,115,0,0
3358,63,40,0
3361,193,11,1
3362,51,3,1
3364,93,36,1
3365,57,312,0
3366,62,0,0
3367,74,4,0
3368,45,3,0
3369,63,6,0
3370,79,15,0
3371,69,110,1
3372,66,9,0
3373,43,122,1
3374,51,0,0
3375,194,175,2
3376,157,1834,1
3377,49,0,0
3378,148,0,0
3379,193,6,0
3380,46,4,0
3381,198,32,1
3382,77,0,0
3383,114,837,1
3384,52,0,0
3385,45,2,0
3386,84,1094,1
3387,180,865,0
3389,50,4,0
3390,200,3042,0
3391,133,246,0
3392,131,0,1
3393,75,0,0
3394,43,0,0
3395,51,3,1
3396,44,1,0
3398,132,6,0
3400,64,70,0
3401,94,25,1
3402,94,9,0
3403,155,744,2
3404,191,18,2
3405,75,1080,1
3406,154,50,1
3407,185,0,1
3408,76,132,1
3409,157,15,0
3410,60,170,0
3412,76,42,1
3413,105,6,1
3414,94,0,1
3415,87,3472,1
3416,42,2,0
3418,85,425,1
3419,67,13,0
3420,37,5,1
3421,195,2914,0
3422,131,98,1
3424,56,400,1
3425,37,0,0
3427,111,230,1
3428,160,92,0
3429,12,9,0
3431,198,468,0
3432,131,5,0
3433,91,63,1
3434,53,746,2
3435,124,135,2
3437,66,10,0
3438,79,445,0
3439,61,118,1
3440,94,5,0
3441,76,4,0
3442,197,8,0
3443,45,1,0
3444,122,243,1
3445,173,3,0
3446,159,6,0
3447,158,4,0
3448,165,7,0
3449,47,15,1
3450,26,0,0
3452,73,73,0
3454,56,0,1
3455,62,1,0
3456,50,0,0
3457,67,48,0
3460,143,570,0
3462,150,0,0
3463,172,42,0
3464,51,17,1
3465,99,175,0
3466,62,123,2
3468,159,201,1
3469,175,10,0
3470,123,37,1
3471,33,2233,0
3472,67,2,0
3473,72,374,0
3474,129,1020,1
3475,49,319,2
3476,172,0,1
3477,145,91,1
3478,45,9,1
3479,104,236,1
3480,64,947,1
3481,37,52,0
3482,138,19,1
3483,88,3,0
3484,200,169,1
3485,184,6,0
3486,35,4,0
3487,92,9,0
3488,186,174,1
3489,131,357,0
3490,187,3,0
3491,99,93,0
3492,102,2,0
3493,133,2,0
3494,63,0,0
3495,70,4,0
3496,112,1,0
3497,68,0,1
3498,96,4,0
3499,40,331,0
3500,71,167,0
3501,100,12,0
3502,87,2,0
3504,27,524,1
3505,186,93,2
3506,38,1,0
3507,71,0,2
3508,193,157,3
3509,137,88,1
3510,69,89,0
3511,115,868,1
3513,105,172,0
3514,24,30,0
3515,184,2,1
3516,61,79,1
3517,56,2,0
3518,230,7,1
3519,72,111,1
3520,197,270,1
3521,50,83,1
3522,37,414,1
3523,54,297,0
3524,64,233,1
3525,168,589,2
3526,57,36,0
3528,166,2936,2
3531,141,198,1
3532,101,113,2
3533,103,0,1
3534,72,30,1
3535,114,52,1
3536,137,319,1
